,product_name,rating,description,comment
363,"Bellavita DATE Women Perfume with Notes of Pink Pepper, Red Fruits|Long Lasting Fragrance| Eau de Parfum - 20 ml  (For Women)",5,"DATE Woman by Bella Vita Luxury is a celebration of love and romance. The perfume has top notes of Pink Pepper and Red Fruits. At its heart, lies the trio of Jasmine, Orange Blossom and Violet, perfect for a romantic date. The base notes are Moss, Musk and Powdery, balanced by the sweetness of Vanilla to create an unforgettable moment.",Adipoliiiii 😍😍... It smells sooo good ...but I can't say it's long-lasting.. so good
364,"Bellavita DATE Women Perfume with Notes of Pink Pepper, Red Fruits|Long Lasting Fragrance| Eau de Parfum - 20 ml  (For Women)",5,"DATE Woman by Bella Vita Luxury is a celebration of love and romance. The perfume has top notes of Pink Pepper and Red Fruits. At its heart, lies the trio of Jasmine, Orange Blossom and Violet, perfect for a romantic date. The base notes are Moss, Musk and Powdery, balanced by the sweetness of Vanilla to create an unforgettable moment.",Super
365,"Bellavita DATE Women Perfume with Notes of Pink Pepper, Red Fruits|Long Lasting Fragrance| Eau de Parfum - 20 ml  (For Women)",5,"DATE Woman by Bella Vita Luxury is a celebration of love and romance. The perfume has top notes of Pink Pepper and Red Fruits. At its heart, lies the trio of Jasmine, Orange Blossom and Violet, perfect for a romantic date. The base notes are Moss, Musk and Powdery, balanced by the sweetness of Vanilla to create an unforgettable moment.",Very good product and prompt delivery
366,"Bellavita DATE Women Perfume with Notes of Pink Pepper, Red Fruits|Long Lasting Fragrance| Eau de Parfum - 20 ml  (For Women)",5,"DATE Woman by Bella Vita Luxury is a celebration of love and romance. The perfume has top notes of Pink Pepper and Red Fruits. At its heart, lies the trio of Jasmine, Orange Blossom and Violet, perfect for a romantic date. The base notes are Moss, Musk and Powdery, balanced by the sweetness of Vanilla to create an unforgettable moment.",Amazing ❤
367,"Bellavita DATE Women Perfume with Notes of Pink Pepper, Red Fruits|Long Lasting Fragrance| Eau de Parfum - 20 ml  (For Women)",5,"DATE Woman by Bella Vita Luxury is a celebration of love and romance. The perfume has top notes of Pink Pepper and Red Fruits. At its heart, lies the trio of Jasmine, Orange Blossom and Violet, perfect for a romantic date. The base notes are Moss, Musk and Powdery, balanced by the sweetness of Vanilla to create an unforgettable moment.",Awesome fragrance
368,"Bellavita DATE Women Perfume with Notes of Pink Pepper, Red Fruits|Long Lasting Fragrance| Eau de Parfum - 20 ml  (For Women)",5,"DATE Woman by Bella Vita Luxury is a celebration of love and romance. The perfume has top notes of Pink Pepper and Red Fruits. At its heart, lies the trio of Jasmine, Orange Blossom and Violet, perfect for a romantic date. The base notes are Moss, Musk and Powdery, balanced by the sweetness of Vanilla to create an unforgettable moment.",Good product
369,"Bellavita DATE Women Perfume with Notes of Pink Pepper, Red Fruits|Long Lasting Fragrance| Eau de Parfum - 20 ml  (For Women)",5,"DATE Woman by Bella Vita Luxury is a celebration of love and romance. The perfume has top notes of Pink Pepper and Red Fruits. At its heart, lies the trio of Jasmine, Orange Blossom and Violet, perfect for a romantic date. The base notes are Moss, Musk and Powdery, balanced by the sweetness of Vanilla to create an unforgettable moment.",Very nice product and good quality 👍👍👍👍
370,secret temptation Romance Eau de Parfum - 50 ml  (For Women),5,"A fragrance for women, the Secret Temptation Romance EDP is designed to bring out the temptress within you while keeping you swathed in a cocoon of light essence.
Alluring and innocent
The fragrance manages to capture the contrasting emotions of deep sensual allure with playful innocence to wrap you up in its cosiness.  ",Wow🤩😍 it's awesome fragrance just go far it guys 💕💕💕💕💕💕💕
371,secret temptation Romance Eau de Parfum - 50 ml  (For Women),5,"A fragrance for women, the Secret Temptation Romance EDP is designed to bring out the temptress within you while keeping you swathed in a cocoon of light essence.
Alluring and innocent
The fragrance manages to capture the contrasting emotions of deep sensual allure with playful innocence to wrap you up in its cosiness.  ",long lasting
372,secret temptation Romance Eau de Parfum - 50 ml  (For Women),5,"A fragrance for women, the Secret Temptation Romance EDP is designed to bring out the temptress within you while keeping you swathed in a cocoon of light essence.
Alluring and innocent
The fragrance manages to capture the contrasting emotions of deep sensual allure with playful innocence to wrap you up in its cosiness.  ",Awesome product is value price👍👍
373,secret temptation Romance Eau de Parfum - 50 ml  (For Women),5,"A fragrance for women, the Secret Temptation Romance EDP is designed to bring out the temptress within you while keeping you swathed in a cocoon of light essence.
Alluring and innocent
The fragrance manages to capture the contrasting emotions of deep sensual allure with playful innocence to wrap you up in its cosiness.  ","The profuct is great. It's my second purchase.
Packing is good and as always best service from flipkart and quickest delivery. Got this delivered in a day"
374,secret temptation Romance Eau de Parfum - 50 ml  (For Women),4,"A fragrance for women, the Secret Temptation Romance EDP is designed to bring out the temptress within you while keeping you swathed in a cocoon of light essence.
Alluring and innocent
The fragrance manages to capture the contrasting emotions of deep sensual allure with playful innocence to wrap you up in its cosiness.  ",osam wonderful nice smell....
375,secret temptation Romance Eau de Parfum - 50 ml  (For Women),5,"A fragrance for women, the Secret Temptation Romance EDP is designed to bring out the temptress within you while keeping you swathed in a cocoon of light essence.
Alluring and innocent
The fragrance manages to capture the contrasting emotions of deep sensual allure with playful innocence to wrap you up in its cosiness.  ",Awsome. 😍😍😍
376,secret temptation Romance Eau de Parfum - 50 ml  (For Women),4,"A fragrance for women, the Secret Temptation Romance EDP is designed to bring out the temptress within you while keeping you swathed in a cocoon of light essence.
Alluring and innocent
The fragrance manages to capture the contrasting emotions of deep sensual allure with playful innocence to wrap you up in its cosiness.  ","❤️❤️ Really very good 😍🥰
Thnq flipkart 🙂"
377,secret temptation Romance Eau de Parfum - 50 ml  (For Women),5,"A fragrance for women, the Secret Temptation Romance EDP is designed to bring out the temptress within you while keeping you swathed in a cocoon of light essence.
Alluring and innocent
The fragrance manages to capture the contrasting emotions of deep sensual allure with playful innocence to wrap you up in its cosiness.  ",Highly recommended - great perfume in that low price. Flipkart is awesome. Simply one of the best i have ever tried... great for use throughout the day but preferred in the mornings... doesn't last beyond 10 hours though... very refreshing... smells very icy and minty.
378,secret temptation Romance Eau de Parfum - 50 ml  (For Women),3,"A fragrance for women, the Secret Temptation Romance EDP is designed to bring out the temptress within you while keeping you swathed in a cocoon of light essence.
Alluring and innocent
The fragrance manages to capture the contrasting emotions of deep sensual allure with playful innocence to wrap you up in its cosiness.  ",Sweet and refreshing fragrance.
379,secret temptation Romance Eau de Parfum - 50 ml  (For Women),5,"A fragrance for women, the Secret Temptation Romance EDP is designed to bring out the temptress within you while keeping you swathed in a cocoon of light essence.
Alluring and innocent
The fragrance manages to capture the contrasting emotions of deep sensual allure with playful innocence to wrap you up in its cosiness.  ",very good smell...👍👍
380,"THE MAN COMPANY Blanc, Night, Fire & Oud 20ml Gift Set|A Gentleman's Mood Eau de Parfum - 80 ml  (For Men)",3,"Here is your chance to indulge your senses with four luxurious fragrances in one go. We believe a true gentleman deserves nothing less than the best, and we deliver just that with our premium fragrance gift set - A Gentleman's Moods. A perfect boardroom fragrance, Blanc, boasts crisp notes that command respect and exude confidence. In all senses, it is the scent of success. A perfect accompaniment for laidback evenings and casual parties, Night, keeps the nights always young with its elegant and refined notes. With its woody notes and sensual undertones, Fire is the ultimate choice to ignite the party animal vibe. An opulent scent that captures the essence of celebrations, Oud, is what it feels like to wear the festive grandeur.",Average
381,"THE MAN COMPANY Blanc, Night, Fire & Oud 20ml Gift Set|A Gentleman's Mood Eau de Parfum - 80 ml  (For Men)",5,"Here is your chance to indulge your senses with four luxurious fragrances in one go. We believe a true gentleman deserves nothing less than the best, and we deliver just that with our premium fragrance gift set - A Gentleman's Moods. A perfect boardroom fragrance, Blanc, boasts crisp notes that command respect and exude confidence. In all senses, it is the scent of success. A perfect accompaniment for laidback evenings and casual parties, Night, keeps the nights always young with its elegant and refined notes. With its woody notes and sensual undertones, Fire is the ultimate choice to ignite the party animal vibe. An opulent scent that captures the essence of celebrations, Oud, is what it feels like to wear the festive grandeur.",Best in class for its value and the classic fragrance ....
382,"THE MAN COMPANY Blanc, Night, Fire & Oud 20ml Gift Set|A Gentleman's Mood Eau de Parfum - 80 ml  (For Men)",5,"Here is your chance to indulge your senses with four luxurious fragrances in one go. We believe a true gentleman deserves nothing less than the best, and we deliver just that with our premium fragrance gift set - A Gentleman's Moods. A perfect boardroom fragrance, Blanc, boasts crisp notes that command respect and exude confidence. In all senses, it is the scent of success. A perfect accompaniment for laidback evenings and casual parties, Night, keeps the nights always young with its elegant and refined notes. With its woody notes and sensual undertones, Fire is the ultimate choice to ignite the party animal vibe. An opulent scent that captures the essence of celebrations, Oud, is what it feels like to wear the festive grandeur.",Nice
383,"THE MAN COMPANY Blanc, Night, Fire & Oud 20ml Gift Set|A Gentleman's Mood Eau de Parfum - 80 ml  (For Men)",5,"Here is your chance to indulge your senses with four luxurious fragrances in one go. We believe a true gentleman deserves nothing less than the best, and we deliver just that with our premium fragrance gift set - A Gentleman's Moods. A perfect boardroom fragrance, Blanc, boasts crisp notes that command respect and exude confidence. In all senses, it is the scent of success. A perfect accompaniment for laidback evenings and casual parties, Night, keeps the nights always young with its elegant and refined notes. With its woody notes and sensual undertones, Fire is the ultimate choice to ignite the party animal vibe. An opulent scent that captures the essence of celebrations, Oud, is what it feels like to wear the festive grandeur.",Nice product ☺️👍
384,"THE MAN COMPANY Blanc, Night, Fire & Oud 20ml Gift Set|A Gentleman's Mood Eau de Parfum - 80 ml  (For Men)",4,"Here is your chance to indulge your senses with four luxurious fragrances in one go. We believe a true gentleman deserves nothing less than the best, and we deliver just that with our premium fragrance gift set - A Gentleman's Moods. A perfect boardroom fragrance, Blanc, boasts crisp notes that command respect and exude confidence. In all senses, it is the scent of success. A perfect accompaniment for laidback evenings and casual parties, Night, keeps the nights always young with its elegant and refined notes. With its woody notes and sensual undertones, Fire is the ultimate choice to ignite the party animal vibe. An opulent scent that captures the essence of celebrations, Oud, is what it feels like to wear the festive grandeur.",Value for money
385,"THE MAN COMPANY Blanc, Night, Fire & Oud 20ml Gift Set|A Gentleman's Mood Eau de Parfum - 80 ml  (For Men)",4,"Here is your chance to indulge your senses with four luxurious fragrances in one go. We believe a true gentleman deserves nothing less than the best, and we deliver just that with our premium fragrance gift set - A Gentleman's Moods. A perfect boardroom fragrance, Blanc, boasts crisp notes that command respect and exude confidence. In all senses, it is the scent of success. A perfect accompaniment for laidback evenings and casual parties, Night, keeps the nights always young with its elegant and refined notes. With its woody notes and sensual undertones, Fire is the ultimate choice to ignite the party animal vibe. An opulent scent that captures the essence of celebrations, Oud, is what it feels like to wear the festive grandeur.",Very good
386,"THE MAN COMPANY Blanc, Night, Fire & Oud 20ml Gift Set|A Gentleman's Mood Eau de Parfum - 80 ml  (For Men)",5,"Here is your chance to indulge your senses with four luxurious fragrances in one go. We believe a true gentleman deserves nothing less than the best, and we deliver just that with our premium fragrance gift set - A Gentleman's Moods. A perfect boardroom fragrance, Blanc, boasts crisp notes that command respect and exude confidence. In all senses, it is the scent of success. A perfect accompaniment for laidback evenings and casual parties, Night, keeps the nights always young with its elegant and refined notes. With its woody notes and sensual undertones, Fire is the ultimate choice to ignite the party animal vibe. An opulent scent that captures the essence of celebrations, Oud, is what it feels like to wear the festive grandeur.",Very nice. Must try.
387,"THE MAN COMPANY Blanc, Night, Fire & Oud 20ml Gift Set|A Gentleman's Mood Eau de Parfum - 80 ml  (For Men)",2,"Here is your chance to indulge your senses with four luxurious fragrances in one go. We believe a true gentleman deserves nothing less than the best, and we deliver just that with our premium fragrance gift set - A Gentleman's Moods. A perfect boardroom fragrance, Blanc, boasts crisp notes that command respect and exude confidence. In all senses, it is the scent of success. A perfect accompaniment for laidback evenings and casual parties, Night, keeps the nights always young with its elegant and refined notes. With its woody notes and sensual undertones, Fire is the ultimate choice to ignite the party animal vibe. An opulent scent that captures the essence of celebrations, Oud, is what it feels like to wear the festive grandeur.",This perfume doesn't last for 1 hr. Waste of money.
388,"THE MAN COMPANY Blanc, Night, Fire & Oud 20ml Gift Set|A Gentleman's Mood Eau de Parfum - 80 ml  (For Men)",5,"Here is your chance to indulge your senses with four luxurious fragrances in one go. We believe a true gentleman deserves nothing less than the best, and we deliver just that with our premium fragrance gift set - A Gentleman's Moods. A perfect boardroom fragrance, Blanc, boasts crisp notes that command respect and exude confidence. In all senses, it is the scent of success. A perfect accompaniment for laidback evenings and casual parties, Night, keeps the nights always young with its elegant and refined notes. With its woody notes and sensual undertones, Fire is the ultimate choice to ignite the party animal vibe. An opulent scent that captures the essence of celebrations, Oud, is what it feels like to wear the festive grandeur.","Excellent fragrance
Budget friendly
Long lasting
Soothing fragrance
Nice packaging
Perfect set"
389,"THE MAN COMPANY Blanc, Night, Fire & Oud 20ml Gift Set|A Gentleman's Mood Eau de Parfum - 80 ml  (For Men)",4,"Here is your chance to indulge your senses with four luxurious fragrances in one go. We believe a true gentleman deserves nothing less than the best, and we deliver just that with our premium fragrance gift set - A Gentleman's Moods. A perfect boardroom fragrance, Blanc, boasts crisp notes that command respect and exude confidence. In all senses, it is the scent of success. A perfect accompaniment for laidback evenings and casual parties, Night, keeps the nights always young with its elegant and refined notes. With its woody notes and sensual undertones, Fire is the ultimate choice to ignite the party animal vibe. An opulent scent that captures the essence of celebrations, Oud, is what it feels like to wear the festive grandeur.",Good
390,DENVER Hamilton EDP- SRK's Favorite Luxury Gift Pack- 20ml x 4 Set Eau de Parfum - 80 ml  (For Men),5,"Honour - This is a combination of notes that evoke strength and tenderness tradition and modernity. It opens with fresh citrus spicy notes followed by a musky signature with a base of sandal and amber. It gives you all that you need in a fragrance. Hamilton:- This fragrances is where your search ends. It consist of aromatic fresh green notes blended with spicy floral and is filled with mossy and balsamic woody leaving you fantastic all day long. Imperial : This is a fresh and sensual blend of notes with juiciness of grapefruit at the top. Middle notes are rose, Cinnamon and spices. Base notes are woody, musky and amber. Caliber : This is fresh woody and slightly oriental fragrance.It is an aromatic green top note well blended with Italian lemon with richness of Geranium and spicy notes in the middle. It is composed of Tonka mixed with amber and woody notes at the base.",Good product
391,DENVER Hamilton EDP- SRK's Favorite Luxury Gift Pack- 20ml x 4 Set Eau de Parfum - 80 ml  (For Men),5,"Honour - This is a combination of notes that evoke strength and tenderness tradition and modernity. It opens with fresh citrus spicy notes followed by a musky signature with a base of sandal and amber. It gives you all that you need in a fragrance. Hamilton:- This fragrances is where your search ends. It consist of aromatic fresh green notes blended with spicy floral and is filled with mossy and balsamic woody leaving you fantastic all day long. Imperial : This is a fresh and sensual blend of notes with juiciness of grapefruit at the top. Middle notes are rose, Cinnamon and spices. Base notes are woody, musky and amber. Caliber : This is fresh woody and slightly oriental fragrance.It is an aromatic green top note well blended with Italian lemon with richness of Geranium and spicy notes in the middle. It is composed of Tonka mixed with amber and woody notes at the base.",Good packaging and also smell well. You can use it 🫶
392,DENVER Hamilton EDP- SRK's Favorite Luxury Gift Pack- 20ml x 4 Set Eau de Parfum - 80 ml  (For Men),5,"Honour - This is a combination of notes that evoke strength and tenderness tradition and modernity. It opens with fresh citrus spicy notes followed by a musky signature with a base of sandal and amber. It gives you all that you need in a fragrance. Hamilton:- This fragrances is where your search ends. It consist of aromatic fresh green notes blended with spicy floral and is filled with mossy and balsamic woody leaving you fantastic all day long. Imperial : This is a fresh and sensual blend of notes with juiciness of grapefruit at the top. Middle notes are rose, Cinnamon and spices. Base notes are woody, musky and amber. Caliber : This is fresh woody and slightly oriental fragrance.It is an aromatic green top note well blended with Italian lemon with richness of Geranium and spicy notes in the middle. It is composed of Tonka mixed with amber and woody notes at the base.",Very Nice Smell 🌹🌹
393,DENVER Hamilton EDP- SRK's Favorite Luxury Gift Pack- 20ml x 4 Set Eau de Parfum - 80 ml  (For Men),5,"Honour - This is a combination of notes that evoke strength and tenderness tradition and modernity. It opens with fresh citrus spicy notes followed by a musky signature with a base of sandal and amber. It gives you all that you need in a fragrance. Hamilton:- This fragrances is where your search ends. It consist of aromatic fresh green notes blended with spicy floral and is filled with mossy and balsamic woody leaving you fantastic all day long. Imperial : This is a fresh and sensual blend of notes with juiciness of grapefruit at the top. Middle notes are rose, Cinnamon and spices. Base notes are woody, musky and amber. Caliber : This is fresh woody and slightly oriental fragrance.It is an aromatic green top note well blended with Italian lemon with richness of Geranium and spicy notes in the middle. It is composed of Tonka mixed with amber and woody notes at the base.",Nice Perfume And Awesome Fragrance 💫👍
394,DENVER Hamilton EDP- SRK's Favorite Luxury Gift Pack- 20ml x 4 Set Eau de Parfum - 80 ml  (For Men),5,"Honour - This is a combination of notes that evoke strength and tenderness tradition and modernity. It opens with fresh citrus spicy notes followed by a musky signature with a base of sandal and amber. It gives you all that you need in a fragrance. Hamilton:- This fragrances is where your search ends. It consist of aromatic fresh green notes blended with spicy floral and is filled with mossy and balsamic woody leaving you fantastic all day long. Imperial : This is a fresh and sensual blend of notes with juiciness of grapefruit at the top. Middle notes are rose, Cinnamon and spices. Base notes are woody, musky and amber. Caliber : This is fresh woody and slightly oriental fragrance.It is an aromatic green top note well blended with Italian lemon with richness of Geranium and spicy notes in the middle. It is composed of Tonka mixed with amber and woody notes at the base.","Prefect Parfum combo Price Of the Money 🤑🤑💰
Osm"
395,DENVER Hamilton EDP- SRK's Favorite Luxury Gift Pack- 20ml x 4 Set Eau de Parfum - 80 ml  (For Men),5,"Honour - This is a combination of notes that evoke strength and tenderness tradition and modernity. It opens with fresh citrus spicy notes followed by a musky signature with a base of sandal and amber. It gives you all that you need in a fragrance. Hamilton:- This fragrances is where your search ends. It consist of aromatic fresh green notes blended with spicy floral and is filled with mossy and balsamic woody leaving you fantastic all day long. Imperial : This is a fresh and sensual blend of notes with juiciness of grapefruit at the top. Middle notes are rose, Cinnamon and spices. Base notes are woody, musky and amber. Caliber : This is fresh woody and slightly oriental fragrance.It is an aromatic green top note well blended with Italian lemon with richness of Geranium and spicy notes in the middle. It is composed of Tonka mixed with amber and woody notes at the base.",Nice product very good smell long time good product good delivery
396,DENVER Hamilton EDP- SRK's Favorite Luxury Gift Pack- 20ml x 4 Set Eau de Parfum - 80 ml  (For Men),5,"Honour - This is a combination of notes that evoke strength and tenderness tradition and modernity. It opens with fresh citrus spicy notes followed by a musky signature with a base of sandal and amber. It gives you all that you need in a fragrance. Hamilton:- This fragrances is where your search ends. It consist of aromatic fresh green notes blended with spicy floral and is filled with mossy and balsamic woody leaving you fantastic all day long. Imperial : This is a fresh and sensual blend of notes with juiciness of grapefruit at the top. Middle notes are rose, Cinnamon and spices. Base notes are woody, musky and amber. Caliber : This is fresh woody and slightly oriental fragrance.It is an aromatic green top note well blended with Italian lemon with richness of Geranium and spicy notes in the middle. It is composed of Tonka mixed with amber and woody notes at the base.",Awesome fragrance 😍
397,DENVER Hamilton EDP- SRK's Favorite Luxury Gift Pack- 20ml x 4 Set Eau de Parfum - 80 ml  (For Men),5,"Honour - This is a combination of notes that evoke strength and tenderness tradition and modernity. It opens with fresh citrus spicy notes followed by a musky signature with a base of sandal and amber. It gives you all that you need in a fragrance. Hamilton:- This fragrances is where your search ends. It consist of aromatic fresh green notes blended with spicy floral and is filled with mossy and balsamic woody leaving you fantastic all day long. Imperial : This is a fresh and sensual blend of notes with juiciness of grapefruit at the top. Middle notes are rose, Cinnamon and spices. Base notes are woody, musky and amber. Caliber : This is fresh woody and slightly oriental fragrance.It is an aromatic green top note well blended with Italian lemon with richness of Geranium and spicy notes in the middle. It is composed of Tonka mixed with amber and woody notes at the base.",So good quality
398,DENVER Hamilton EDP- SRK's Favorite Luxury Gift Pack- 20ml x 4 Set Eau de Parfum - 80 ml  (For Men),5,"Honour - This is a combination of notes that evoke strength and tenderness tradition and modernity. It opens with fresh citrus spicy notes followed by a musky signature with a base of sandal and amber. It gives you all that you need in a fragrance. Hamilton:- This fragrances is where your search ends. It consist of aromatic fresh green notes blended with spicy floral and is filled with mossy and balsamic woody leaving you fantastic all day long. Imperial : This is a fresh and sensual blend of notes with juiciness of grapefruit at the top. Middle notes are rose, Cinnamon and spices. Base notes are woody, musky and amber. Caliber : This is fresh woody and slightly oriental fragrance.It is an aromatic green top note well blended with Italian lemon with richness of Geranium and spicy notes in the middle. It is composed of Tonka mixed with amber and woody notes at the base.",This parfum are so beautiful and long lasting fregnens and skin fraindly and value for mony
399,DENVER Hamilton EDP- SRK's Favorite Luxury Gift Pack- 20ml x 4 Set Eau de Parfum - 80 ml  (For Men),5,"Honour - This is a combination of notes that evoke strength and tenderness tradition and modernity. It opens with fresh citrus spicy notes followed by a musky signature with a base of sandal and amber. It gives you all that you need in a fragrance. Hamilton:- This fragrances is where your search ends. It consist of aromatic fresh green notes blended with spicy floral and is filled with mossy and balsamic woody leaving you fantastic all day long. Imperial : This is a fresh and sensual blend of notes with juiciness of grapefruit at the top. Middle notes are rose, Cinnamon and spices. Base notes are woody, musky and amber. Caliber : This is fresh woody and slightly oriental fragrance.It is an aromatic green top note well blended with Italian lemon with richness of Geranium and spicy notes in the middle. It is composed of Tonka mixed with amber and woody notes at the base.",Awesome fragrance... go for it ...
400,Envy Blue Luxury Perfume Gift Set (20 ml x 4) Eau de Parfum - 80 ml  (For Men & Women),5,"1. Oud Luxure Experience the epitome of masculinity with Envy Oud Luxure, a premium fragrance carefully crafted with a touch of rose on an amber and animalic accord. Opening with notes of bergamot, cardamom, and cypress, it leads to an intense heart of Agar and Labdanum. The rich base of patchouli, vetiver, sandalwood, and musk completes this alluring composition. 2. Elegant Experience the allure of Envy Elegant, where fresh grapefruit and marine accord intertwine, revealing a heart of aromatic sweetness. Enriched with woody notes of patchouli, oakmoss, and amber, this fragrance exudes elegance and sophistication. 3. Vivid Ignite your senses with Envy Vivid, a masculine fragrance that combines sharp lavender, citrus, spicy berries, and the warmth of sandalwood. This invigorating blend evokes a vibrant energy and embodies the essence of strength and vitality. 4. Brave Embrace the modern and authentic scent of Envy Brave. Its sparkling freshness, courtesy of grapefruit, bergamot, and lemon, is complemented by a bouquet of rich florals and oakmoss at its heart. The base, featuring sandalwood, tonka beans, and musk, exudes a sense of masculine confidence that leaves a lasting impression.",I like it. Good smell 😊😁
401,Envy Blue Luxury Perfume Gift Set (20 ml x 4) Eau de Parfum - 80 ml  (For Men & Women),2,"1. Oud Luxure Experience the epitome of masculinity with Envy Oud Luxure, a premium fragrance carefully crafted with a touch of rose on an amber and animalic accord. Opening with notes of bergamot, cardamom, and cypress, it leads to an intense heart of Agar and Labdanum. The rich base of patchouli, vetiver, sandalwood, and musk completes this alluring composition. 2. Elegant Experience the allure of Envy Elegant, where fresh grapefruit and marine accord intertwine, revealing a heart of aromatic sweetness. Enriched with woody notes of patchouli, oakmoss, and amber, this fragrance exudes elegance and sophistication. 3. Vivid Ignite your senses with Envy Vivid, a masculine fragrance that combines sharp lavender, citrus, spicy berries, and the warmth of sandalwood. This invigorating blend evokes a vibrant energy and embodies the essence of strength and vitality. 4. Brave Embrace the modern and authentic scent of Envy Brave. Its sparkling freshness, courtesy of grapefruit, bergamot, and lemon, is complemented by a bouquet of rich florals and oakmoss at its heart. The base, featuring sandalwood, tonka beans, and musk, exudes a sense of masculine confidence that leaves a lasting impression.",Avg
402,Envy Blue Luxury Perfume Gift Set (20 ml x 4) Eau de Parfum - 80 ml  (For Men & Women),5,"1. Oud Luxure Experience the epitome of masculinity with Envy Oud Luxure, a premium fragrance carefully crafted with a touch of rose on an amber and animalic accord. Opening with notes of bergamot, cardamom, and cypress, it leads to an intense heart of Agar and Labdanum. The rich base of patchouli, vetiver, sandalwood, and musk completes this alluring composition. 2. Elegant Experience the allure of Envy Elegant, where fresh grapefruit and marine accord intertwine, revealing a heart of aromatic sweetness. Enriched with woody notes of patchouli, oakmoss, and amber, this fragrance exudes elegance and sophistication. 3. Vivid Ignite your senses with Envy Vivid, a masculine fragrance that combines sharp lavender, citrus, spicy berries, and the warmth of sandalwood. This invigorating blend evokes a vibrant energy and embodies the essence of strength and vitality. 4. Brave Embrace the modern and authentic scent of Envy Brave. Its sparkling freshness, courtesy of grapefruit, bergamot, and lemon, is complemented by a bouquet of rich florals and oakmoss at its heart. The base, featuring sandalwood, tonka beans, and musk, exudes a sense of masculine confidence that leaves a lasting impression.",Very good parfume
403,Envy Blue Luxury Perfume Gift Set (20 ml x 4) Eau de Parfum - 80 ml  (For Men & Women),5,"1. Oud Luxure Experience the epitome of masculinity with Envy Oud Luxure, a premium fragrance carefully crafted with a touch of rose on an amber and animalic accord. Opening with notes of bergamot, cardamom, and cypress, it leads to an intense heart of Agar and Labdanum. The rich base of patchouli, vetiver, sandalwood, and musk completes this alluring composition. 2. Elegant Experience the allure of Envy Elegant, where fresh grapefruit and marine accord intertwine, revealing a heart of aromatic sweetness. Enriched with woody notes of patchouli, oakmoss, and amber, this fragrance exudes elegance and sophistication. 3. Vivid Ignite your senses with Envy Vivid, a masculine fragrance that combines sharp lavender, citrus, spicy berries, and the warmth of sandalwood. This invigorating blend evokes a vibrant energy and embodies the essence of strength and vitality. 4. Brave Embrace the modern and authentic scent of Envy Brave. Its sparkling freshness, courtesy of grapefruit, bergamot, and lemon, is complemented by a bouquet of rich florals and oakmoss at its heart. The base, featuring sandalwood, tonka beans, and musk, exudes a sense of masculine confidence that leaves a lasting impression.",Awesome perfume love it ☺️
404,Envy Blue Luxury Perfume Gift Set (20 ml x 4) Eau de Parfum - 80 ml  (For Men & Women),3,"1. Oud Luxure Experience the epitome of masculinity with Envy Oud Luxure, a premium fragrance carefully crafted with a touch of rose on an amber and animalic accord. Opening with notes of bergamot, cardamom, and cypress, it leads to an intense heart of Agar and Labdanum. The rich base of patchouli, vetiver, sandalwood, and musk completes this alluring composition. 2. Elegant Experience the allure of Envy Elegant, where fresh grapefruit and marine accord intertwine, revealing a heart of aromatic sweetness. Enriched with woody notes of patchouli, oakmoss, and amber, this fragrance exudes elegance and sophistication. 3. Vivid Ignite your senses with Envy Vivid, a masculine fragrance that combines sharp lavender, citrus, spicy berries, and the warmth of sandalwood. This invigorating blend evokes a vibrant energy and embodies the essence of strength and vitality. 4. Brave Embrace the modern and authentic scent of Envy Brave. Its sparkling freshness, courtesy of grapefruit, bergamot, and lemon, is complemented by a bouquet of rich florals and oakmoss at its heart. The base, featuring sandalwood, tonka beans, and musk, exudes a sense of masculine confidence that leaves a lasting impression.",Ok
405,Envy Blue Luxury Perfume Gift Set (20 ml x 4) Eau de Parfum - 80 ml  (For Men & Women),5,"1. Oud Luxure Experience the epitome of masculinity with Envy Oud Luxure, a premium fragrance carefully crafted with a touch of rose on an amber and animalic accord. Opening with notes of bergamot, cardamom, and cypress, it leads to an intense heart of Agar and Labdanum. The rich base of patchouli, vetiver, sandalwood, and musk completes this alluring composition. 2. Elegant Experience the allure of Envy Elegant, where fresh grapefruit and marine accord intertwine, revealing a heart of aromatic sweetness. Enriched with woody notes of patchouli, oakmoss, and amber, this fragrance exudes elegance and sophistication. 3. Vivid Ignite your senses with Envy Vivid, a masculine fragrance that combines sharp lavender, citrus, spicy berries, and the warmth of sandalwood. This invigorating blend evokes a vibrant energy and embodies the essence of strength and vitality. 4. Brave Embrace the modern and authentic scent of Envy Brave. Its sparkling freshness, courtesy of grapefruit, bergamot, and lemon, is complemented by a bouquet of rich florals and oakmoss at its heart. The base, featuring sandalwood, tonka beans, and musk, exudes a sense of masculine confidence that leaves a lasting impression.",Very nice
