,product_name,rating,description,comment
1409,SKINN by TITAN Raw Eau de Parfum - 50 ml  (For Men),4,"The first shower of rain on a hot summer day is synonymous with freshness, bringing about a sense of rejuvenation. Raw draws its inspiration from this, carefully balancing the fresh with the bold. This fragrance is created with crisp citrus notes that exude vitality and the warm woody notes that reflect masculinity, the top notes of this being fresh and crisp. Citrus notes such as bergamot and lemon from Italy, with a watery effect, will give you freshness to clear your mind. The heart notes of Raw bring true distinction with floral tones, and violet leaves, and geranium. The dry down of Raw will rest on your skin all day long. A blend of beautiful woods. A precious combination of Patchouli from Indonesia, and Gaiac wood.It is skin-friendly since it is dermatologically tested.",Very good this is my second order..
1410,SKINN by TITAN Raw Eau de Parfum - 50 ml  (For Men),4,"The first shower of rain on a hot summer day is synonymous with freshness, bringing about a sense of rejuvenation. Raw draws its inspiration from this, carefully balancing the fresh with the bold. This fragrance is created with crisp citrus notes that exude vitality and the warm woody notes that reflect masculinity, the top notes of this being fresh and crisp. Citrus notes such as bergamot and lemon from Italy, with a watery effect, will give you freshness to clear your mind. The heart notes of Raw bring true distinction with floral tones, and violet leaves, and geranium. The dry down of Raw will rest on your skin all day long. A blend of beautiful woods. A precious combination of Patchouli from Indonesia, and Gaiac wood.It is skin-friendly since it is dermatologically tested.",simply awesome !!!
1411,SKINN by TITAN Raw Eau de Parfum - 50 ml  (For Men),5,"The first shower of rain on a hot summer day is synonymous with freshness, bringing about a sense of rejuvenation. Raw draws its inspiration from this, carefully balancing the fresh with the bold. This fragrance is created with crisp citrus notes that exude vitality and the warm woody notes that reflect masculinity, the top notes of this being fresh and crisp. Citrus notes such as bergamot and lemon from Italy, with a watery effect, will give you freshness to clear your mind. The heart notes of Raw bring true distinction with floral tones, and violet leaves, and geranium. The dry down of Raw will rest on your skin all day long. A blend of beautiful woods. A precious combination of Patchouli from Indonesia, and Gaiac wood.It is skin-friendly since it is dermatologically tested.","Excellent fragrance value for money. Long lasting do not have doubts if within your budget.
Thank you Flipkart as i changed the vendor with delivery on 3rd dec to vendor who was deliveing on saturday the 2nd Dec that too with free delivery.
Was bit sceptical about the order but was 200% satisfied for the genuineness and on time delivery of the product."
1412,SKINN by TITAN Raw Eau de Parfum - 50 ml  (For Men),4,"The first shower of rain on a hot summer day is synonymous with freshness, bringing about a sense of rejuvenation. Raw draws its inspiration from this, carefully balancing the fresh with the bold. This fragrance is created with crisp citrus notes that exude vitality and the warm woody notes that reflect masculinity, the top notes of this being fresh and crisp. Citrus notes such as bergamot and lemon from Italy, with a watery effect, will give you freshness to clear your mind. The heart notes of Raw bring true distinction with floral tones, and violet leaves, and geranium. The dry down of Raw will rest on your skin all day long. A blend of beautiful woods. A precious combination of Patchouli from Indonesia, and Gaiac wood.It is skin-friendly since it is dermatologically tested.",Cool product to wear on summer days.
1413,SKINN by TITAN Raw Eau de Parfum - 50 ml  (For Men),4,"The first shower of rain on a hot summer day is synonymous with freshness, bringing about a sense of rejuvenation. Raw draws its inspiration from this, carefully balancing the fresh with the bold. This fragrance is created with crisp citrus notes that exude vitality and the warm woody notes that reflect masculinity, the top notes of this being fresh and crisp. Citrus notes such as bergamot and lemon from Italy, with a watery effect, will give you freshness to clear your mind. The heart notes of Raw bring true distinction with floral tones, and violet leaves, and geranium. The dry down of Raw will rest on your skin all day long. A blend of beautiful woods. A precious combination of Patchouli from Indonesia, and Gaiac wood.It is skin-friendly since it is dermatologically tested.","Awesome Mild Fragrance
Loved it.. gifted for my husband by seeing reviews.."
1414,SKINN by TITAN Raw Eau de Parfum - 50 ml  (For Men),5,"The first shower of rain on a hot summer day is synonymous with freshness, bringing about a sense of rejuvenation. Raw draws its inspiration from this, carefully balancing the fresh with the bold. This fragrance is created with crisp citrus notes that exude vitality and the warm woody notes that reflect masculinity, the top notes of this being fresh and crisp. Citrus notes such as bergamot and lemon from Italy, with a watery effect, will give you freshness to clear your mind. The heart notes of Raw bring true distinction with floral tones, and violet leaves, and geranium. The dry down of Raw will rest on your skin all day long. A blend of beautiful woods. A precious combination of Patchouli from Indonesia, and Gaiac wood.It is skin-friendly since it is dermatologically tested.",Really worth perfume and really last long with mild notes
1415,SKINN by TITAN Raw Eau de Parfum - 50 ml  (For Men),5,"The first shower of rain on a hot summer day is synonymous with freshness, bringing about a sense of rejuvenation. Raw draws its inspiration from this, carefully balancing the fresh with the bold. This fragrance is created with crisp citrus notes that exude vitality and the warm woody notes that reflect masculinity, the top notes of this being fresh and crisp. Citrus notes such as bergamot and lemon from Italy, with a watery effect, will give you freshness to clear your mind. The heart notes of Raw bring true distinction with floral tones, and violet leaves, and geranium. The dry down of Raw will rest on your skin all day long. A blend of beautiful woods. A precious combination of Patchouli from Indonesia, and Gaiac wood.It is skin-friendly since it is dermatologically tested.","Very Good product, Satisfied with flipkart service"
1416,DENVER Hamilton Perfume Eau de Parfum - 70 ml  (For Men),5,This fragrances is where your search ends. It consist of aromatic fresh green notes blended with spicy floral and is filled with mossy and balsamic woody leaving you fantastic all day long.,This is good
1417,DENVER Hamilton Perfume Eau de Parfum - 70 ml  (For Men),5,This fragrances is where your search ends. It consist of aromatic fresh green notes blended with spicy floral and is filled with mossy and balsamic woody leaving you fantastic all day long.,nice perfume
1418,DENVER Hamilton Perfume Eau de Parfum - 70 ml  (For Men),5,This fragrances is where your search ends. It consist of aromatic fresh green notes blended with spicy floral and is filled with mossy and balsamic woody leaving you fantastic all day long.,"Very nice perfume after use of 3 days
I review thats amezing
In first u feel light strong but after 1 hour it feel soft and smell so good like mix flower
Its 7_8 hour long lasting
U can try it
Its best not irritated u"
1419,DENVER Hamilton Perfume Eau de Parfum - 70 ml  (For Men),5,This fragrances is where your search ends. It consist of aromatic fresh green notes blended with spicy floral and is filled with mossy and balsamic woody leaving you fantastic all day long.,"Superb product n fragrance
Thanks for 5 star packing n delivery"
1420,DENVER Hamilton Perfume Eau de Parfum - 70 ml  (For Men),5,This fragrances is where your search ends. It consist of aromatic fresh green notes blended with spicy floral and is filled with mossy and balsamic woody leaving you fantastic all day long.,Nice fragrane fantastic 10 out of 10
1421,DENVER Hamilton Perfume Eau de Parfum - 70 ml  (For Men),5,This fragrances is where your search ends. It consist of aromatic fresh green notes blended with spicy floral and is filled with mossy and balsamic woody leaving you fantastic all day long.,nice sent product is good
1422,DENVER Hamilton Perfume Eau de Parfum - 70 ml  (For Men),5,This fragrances is where your search ends. It consist of aromatic fresh green notes blended with spicy floral and is filled with mossy and balsamic woody leaving you fantastic all day long.,Best Product in low Price.
1423,DENVER Hamilton Perfume Eau de Parfum - 70 ml  (For Men),5,This fragrances is where your search ends. It consist of aromatic fresh green notes blended with spicy floral and is filled with mossy and balsamic woody leaving you fantastic all day long.,Superb..quality good
1424,DENVER Hamilton Perfume Eau de Parfum - 70 ml  (For Men),5,This fragrances is where your search ends. It consist of aromatic fresh green notes blended with spicy floral and is filled with mossy and balsamic woody leaving you fantastic all day long.,Good product
1425,DENVER Hamilton Perfume Eau de Parfum - 70 ml  (For Men),3,This fragrances is where your search ends. It consist of aromatic fresh green notes blended with spicy floral and is filled with mossy and balsamic woody leaving you fantastic all day long.,not a long lasting.. waste of money.. don't buy it..
1426,FOGG Impressio + Xtremo Each 50ml Eau de Parfum - 100 ml  (For Men),5,"Feel fresh, cool and confident all through the day's activities. It is refreshing fragrance ensures your refreshed and gentle experience all through the day by giving you 100 percent protection from body odours and perspiration. It provides you strong enough aroma which lasts for hours",Super
1427,FOGG Impressio + Xtremo Each 50ml Eau de Parfum - 100 ml  (For Men),4,"Feel fresh, cool and confident all through the day's activities. It is refreshing fragrance ensures your refreshed and gentle experience all through the day by giving you 100 percent protection from body odours and perspiration. It provides you strong enough aroma which lasts for hours","Long time min 10 to 14 hr proper
Best to all of them performance to you 😊
Thank you 😊 Flipkart"
1428,FOGG Impressio + Xtremo Each 50ml Eau de Parfum - 100 ml  (For Men),5,"Feel fresh, cool and confident all through the day's activities. It is refreshing fragrance ensures your refreshed and gentle experience all through the day by giving you 100 percent protection from body odours and perspiration. It provides you strong enough aroma which lasts for hours",Thank you🌹
1429,FOGG Impressio + Xtremo Each 50ml Eau de Parfum - 100 ml  (For Men),5,"Feel fresh, cool and confident all through the day's activities. It is refreshing fragrance ensures your refreshed and gentle experience all through the day by giving you 100 percent protection from body odours and perspiration. It provides you strong enough aroma which lasts for hours",Good fregre
1430,FOGG Impressio + Xtremo Each 50ml Eau de Parfum - 100 ml  (For Men),5,"Feel fresh, cool and confident all through the day's activities. It is refreshing fragrance ensures your refreshed and gentle experience all through the day by giving you 100 percent protection from body odours and perspiration. It provides you strong enough aroma which lasts for hours",Good
1431,FOGG Impressio + Xtremo Each 50ml Eau de Parfum - 100 ml  (For Men),5,"Feel fresh, cool and confident all through the day's activities. It is refreshing fragrance ensures your refreshed and gentle experience all through the day by giving you 100 percent protection from body odours and perspiration. It provides you strong enough aroma which lasts for hours",Parfect Product
1432,FOGG Impressio + Xtremo Each 50ml Eau de Parfum - 100 ml  (For Men),5,"Feel fresh, cool and confident all through the day's activities. It is refreshing fragrance ensures your refreshed and gentle experience all through the day by giving you 100 percent protection from body odours and perspiration. It provides you strong enough aroma which lasts for hours",Very nice product
1433,FOGG Impressio + Xtremo Each 50ml Eau de Parfum - 100 ml  (For Men),5,"Feel fresh, cool and confident all through the day's activities. It is refreshing fragrance ensures your refreshed and gentle experience all through the day by giving you 100 percent protection from body odours and perspiration. It provides you strong enough aroma which lasts for hours",Nice perfume
1434,FOGG Impressio + Xtremo Each 50ml Eau de Parfum - 100 ml  (For Men),4,"Feel fresh, cool and confident all through the day's activities. It is refreshing fragrance ensures your refreshed and gentle experience all through the day by giving you 100 percent protection from body odours and perspiration. It provides you strong enough aroma which lasts for hours",Nice
1435,FOGG Impressio + Xtremo Each 50ml Eau de Parfum - 100 ml  (For Men),5,"Feel fresh, cool and confident all through the day's activities. It is refreshing fragrance ensures your refreshed and gentle experience all through the day by giving you 100 percent protection from body odours and perspiration. It provides you strong enough aroma which lasts for hours",Asome 🤩🤩🤩🤩
1436,VANESA Luxury Perfume Gift Set For Women 20 ml x 4 Set Eau de Parfum - 80 ml  (For Women),5,"Specially designed Vanesa Luxury range of perfumes with Floral, Fruity, Woody and Oriental notes that will boost your personality and Style for a perfect occasion. Pack of 4 Luxury fragrances ENIGMA :- Cradle your eminence in this world of ordinary, let the abundance of your enigmatic persona float with this bold fragrance. MAGIC PEARL :- Own the elegance and class that you are, spread the magic around you to be the conqueror with this Magical fragrance. BABE :- Vanesa Babe Perfume is infused with the exotic blend of aromatic extracts that leaves behind a mesmerizing fragrance. Be a Babe with glamour and Style! CAPER :- Intuitive, Elegant, Infused with emotions for every special occasion specially designed for a woman of panache. Caper hooks you with a melody of appealing and irresistible Floral, Fresh notes all day long HOW TO USE Tips to make your scent last. 1. Applying perfume is probably the last step in your beauty routine, a sprits here, a dab there & you are out. 2. Don’t rub perfume into your skin. 3. Spray it on your pulse points (Inside of your wrists, inner elbows, below your belly button, behind your ear lobes, and the back of your knees) Spritz, then walk into your perfume Feel free to spray your clothes",Perfect 👌 👍
1437,VANESA Luxury Perfume Gift Set For Women 20 ml x 4 Set Eau de Parfum - 80 ml  (For Women),4,"Specially designed Vanesa Luxury range of perfumes with Floral, Fruity, Woody and Oriental notes that will boost your personality and Style for a perfect occasion. Pack of 4 Luxury fragrances ENIGMA :- Cradle your eminence in this world of ordinary, let the abundance of your enigmatic persona float with this bold fragrance. MAGIC PEARL :- Own the elegance and class that you are, spread the magic around you to be the conqueror with this Magical fragrance. BABE :- Vanesa Babe Perfume is infused with the exotic blend of aromatic extracts that leaves behind a mesmerizing fragrance. Be a Babe with glamour and Style! CAPER :- Intuitive, Elegant, Infused with emotions for every special occasion specially designed for a woman of panache. Caper hooks you with a melody of appealing and irresistible Floral, Fresh notes all day long HOW TO USE Tips to make your scent last. 1. Applying perfume is probably the last step in your beauty routine, a sprits here, a dab there & you are out. 2. Don’t rub perfume into your skin. 3. Spray it on your pulse points (Inside of your wrists, inner elbows, below your belly button, behind your ear lobes, and the back of your knees) Spritz, then walk into your perfume Feel free to spray your clothes","Amazing product!!
All of these perfums smells amazing only except the blue one.Just go for it."
1438,VANESA Luxury Perfume Gift Set For Women 20 ml x 4 Set Eau de Parfum - 80 ml  (For Women),5,"Specially designed Vanesa Luxury range of perfumes with Floral, Fruity, Woody and Oriental notes that will boost your personality and Style for a perfect occasion. Pack of 4 Luxury fragrances ENIGMA :- Cradle your eminence in this world of ordinary, let the abundance of your enigmatic persona float with this bold fragrance. MAGIC PEARL :- Own the elegance and class that you are, spread the magic around you to be the conqueror with this Magical fragrance. BABE :- Vanesa Babe Perfume is infused with the exotic blend of aromatic extracts that leaves behind a mesmerizing fragrance. Be a Babe with glamour and Style! CAPER :- Intuitive, Elegant, Infused with emotions for every special occasion specially designed for a woman of panache. Caper hooks you with a melody of appealing and irresistible Floral, Fresh notes all day long HOW TO USE Tips to make your scent last. 1. Applying perfume is probably the last step in your beauty routine, a sprits here, a dab there & you are out. 2. Don’t rub perfume into your skin. 3. Spray it on your pulse points (Inside of your wrists, inner elbows, below your belly button, behind your ear lobes, and the back of your knees) Spritz, then walk into your perfume Feel free to spray your clothes",Very nice. Go for it.
1439,VANESA Luxury Perfume Gift Set For Women 20 ml x 4 Set Eau de Parfum - 80 ml  (For Women),5,"Specially designed Vanesa Luxury range of perfumes with Floral, Fruity, Woody and Oriental notes that will boost your personality and Style for a perfect occasion. Pack of 4 Luxury fragrances ENIGMA :- Cradle your eminence in this world of ordinary, let the abundance of your enigmatic persona float with this bold fragrance. MAGIC PEARL :- Own the elegance and class that you are, spread the magic around you to be the conqueror with this Magical fragrance. BABE :- Vanesa Babe Perfume is infused with the exotic blend of aromatic extracts that leaves behind a mesmerizing fragrance. Be a Babe with glamour and Style! CAPER :- Intuitive, Elegant, Infused with emotions for every special occasion specially designed for a woman of panache. Caper hooks you with a melody of appealing and irresistible Floral, Fresh notes all day long HOW TO USE Tips to make your scent last. 1. Applying perfume is probably the last step in your beauty routine, a sprits here, a dab there & you are out. 2. Don’t rub perfume into your skin. 3. Spray it on your pulse points (Inside of your wrists, inner elbows, below your belly button, behind your ear lobes, and the back of your knees) Spritz, then walk into your perfume Feel free to spray your clothes",Nice products
1440,VANESA Luxury Perfume Gift Set For Women 20 ml x 4 Set Eau de Parfum - 80 ml  (For Women),4,"Specially designed Vanesa Luxury range of perfumes with Floral, Fruity, Woody and Oriental notes that will boost your personality and Style for a perfect occasion. Pack of 4 Luxury fragrances ENIGMA :- Cradle your eminence in this world of ordinary, let the abundance of your enigmatic persona float with this bold fragrance. MAGIC PEARL :- Own the elegance and class that you are, spread the magic around you to be the conqueror with this Magical fragrance. BABE :- Vanesa Babe Perfume is infused with the exotic blend of aromatic extracts that leaves behind a mesmerizing fragrance. Be a Babe with glamour and Style! CAPER :- Intuitive, Elegant, Infused with emotions for every special occasion specially designed for a woman of panache. Caper hooks you with a melody of appealing and irresistible Floral, Fresh notes all day long HOW TO USE Tips to make your scent last. 1. Applying perfume is probably the last step in your beauty routine, a sprits here, a dab there & you are out. 2. Don’t rub perfume into your skin. 3. Spray it on your pulse points (Inside of your wrists, inner elbows, below your belly button, behind your ear lobes, and the back of your knees) Spritz, then walk into your perfume Feel free to spray your clothes",Good product and nice smell
1441,VANESA Luxury Perfume Gift Set For Women 20 ml x 4 Set Eau de Parfum - 80 ml  (For Women),5,"Specially designed Vanesa Luxury range of perfumes with Floral, Fruity, Woody and Oriental notes that will boost your personality and Style for a perfect occasion. Pack of 4 Luxury fragrances ENIGMA :- Cradle your eminence in this world of ordinary, let the abundance of your enigmatic persona float with this bold fragrance. MAGIC PEARL :- Own the elegance and class that you are, spread the magic around you to be the conqueror with this Magical fragrance. BABE :- Vanesa Babe Perfume is infused with the exotic blend of aromatic extracts that leaves behind a mesmerizing fragrance. Be a Babe with glamour and Style! CAPER :- Intuitive, Elegant, Infused with emotions for every special occasion specially designed for a woman of panache. Caper hooks you with a melody of appealing and irresistible Floral, Fresh notes all day long HOW TO USE Tips to make your scent last. 1. Applying perfume is probably the last step in your beauty routine, a sprits here, a dab there & you are out. 2. Don’t rub perfume into your skin. 3. Spray it on your pulse points (Inside of your wrists, inner elbows, below your belly button, behind your ear lobes, and the back of your knees) Spritz, then walk into your perfume Feel free to spray your clothes",Nice
1442,VANESA Luxury Perfume Gift Set For Women 20 ml x 4 Set Eau de Parfum - 80 ml  (For Women),5,"Specially designed Vanesa Luxury range of perfumes with Floral, Fruity, Woody and Oriental notes that will boost your personality and Style for a perfect occasion. Pack of 4 Luxury fragrances ENIGMA :- Cradle your eminence in this world of ordinary, let the abundance of your enigmatic persona float with this bold fragrance. MAGIC PEARL :- Own the elegance and class that you are, spread the magic around you to be the conqueror with this Magical fragrance. BABE :- Vanesa Babe Perfume is infused with the exotic blend of aromatic extracts that leaves behind a mesmerizing fragrance. Be a Babe with glamour and Style! CAPER :- Intuitive, Elegant, Infused with emotions for every special occasion specially designed for a woman of panache. Caper hooks you with a melody of appealing and irresistible Floral, Fresh notes all day long HOW TO USE Tips to make your scent last. 1. Applying perfume is probably the last step in your beauty routine, a sprits here, a dab there & you are out. 2. Don’t rub perfume into your skin. 3. Spray it on your pulse points (Inside of your wrists, inner elbows, below your belly button, behind your ear lobes, and the back of your knees) Spritz, then walk into your perfume Feel free to spray your clothes",Just wow great perfume just smelling like a wow😂😂😂
1443,VANESA Luxury Perfume Gift Set For Women 20 ml x 4 Set Eau de Parfum - 80 ml  (For Women),4,"Specially designed Vanesa Luxury range of perfumes with Floral, Fruity, Woody and Oriental notes that will boost your personality and Style for a perfect occasion. Pack of 4 Luxury fragrances ENIGMA :- Cradle your eminence in this world of ordinary, let the abundance of your enigmatic persona float with this bold fragrance. MAGIC PEARL :- Own the elegance and class that you are, spread the magic around you to be the conqueror with this Magical fragrance. BABE :- Vanesa Babe Perfume is infused with the exotic blend of aromatic extracts that leaves behind a mesmerizing fragrance. Be a Babe with glamour and Style! CAPER :- Intuitive, Elegant, Infused with emotions for every special occasion specially designed for a woman of panache. Caper hooks you with a melody of appealing and irresistible Floral, Fresh notes all day long HOW TO USE Tips to make your scent last. 1. Applying perfume is probably the last step in your beauty routine, a sprits here, a dab there & you are out. 2. Don’t rub perfume into your skin. 3. Spray it on your pulse points (Inside of your wrists, inner elbows, below your belly button, behind your ear lobes, and the back of your knees) Spritz, then walk into your perfume Feel free to spray your clothes","Sweet, mild smell."
1444,VANESA Luxury Perfume Gift Set For Women 20 ml x 4 Set Eau de Parfum - 80 ml  (For Women),4,"Specially designed Vanesa Luxury range of perfumes with Floral, Fruity, Woody and Oriental notes that will boost your personality and Style for a perfect occasion. Pack of 4 Luxury fragrances ENIGMA :- Cradle your eminence in this world of ordinary, let the abundance of your enigmatic persona float with this bold fragrance. MAGIC PEARL :- Own the elegance and class that you are, spread the magic around you to be the conqueror with this Magical fragrance. BABE :- Vanesa Babe Perfume is infused with the exotic blend of aromatic extracts that leaves behind a mesmerizing fragrance. Be a Babe with glamour and Style! CAPER :- Intuitive, Elegant, Infused with emotions for every special occasion specially designed for a woman of panache. Caper hooks you with a melody of appealing and irresistible Floral, Fresh notes all day long HOW TO USE Tips to make your scent last. 1. Applying perfume is probably the last step in your beauty routine, a sprits here, a dab there & you are out. 2. Don’t rub perfume into your skin. 3. Spray it on your pulse points (Inside of your wrists, inner elbows, below your belly button, behind your ear lobes, and the back of your knees) Spritz, then walk into your perfume Feel free to spray your clothes",Nice....
1445,VANESA Luxury Perfume Gift Set For Women 20 ml x 4 Set Eau de Parfum - 80 ml  (For Women),5,"Specially designed Vanesa Luxury range of perfumes with Floral, Fruity, Woody and Oriental notes that will boost your personality and Style for a perfect occasion. Pack of 4 Luxury fragrances ENIGMA :- Cradle your eminence in this world of ordinary, let the abundance of your enigmatic persona float with this bold fragrance. MAGIC PEARL :- Own the elegance and class that you are, spread the magic around you to be the conqueror with this Magical fragrance. BABE :- Vanesa Babe Perfume is infused with the exotic blend of aromatic extracts that leaves behind a mesmerizing fragrance. Be a Babe with glamour and Style! CAPER :- Intuitive, Elegant, Infused with emotions for every special occasion specially designed for a woman of panache. Caper hooks you with a melody of appealing and irresistible Floral, Fresh notes all day long HOW TO USE Tips to make your scent last. 1. Applying perfume is probably the last step in your beauty routine, a sprits here, a dab there & you are out. 2. Don’t rub perfume into your skin. 3. Spray it on your pulse points (Inside of your wrists, inner elbows, below your belly button, behind your ear lobes, and the back of your knees) Spritz, then walk into your perfume Feel free to spray your clothes",Very nice
1446,SET WET Signature Eau de Parfum Fire 100 ml Eau de Parfum - 100 ml  (For Men),5,"Youthful Dreams, Mature Tastes : Experience the ultimate fusion of passion and poise with the NEW SET WET SIGNATURE range. With SET WET SIGNATURE Perfume for men, Spread the FIRE around with an aromatic woody blend of patchouli, opulent spices & white musk. With a carefully formulated blend of premium ingredients, SET WET SIGNATURE Eau de Parfum offers long lasting fragrance that lingers throughout the day ensuring you leave a trail of elegance in your wake. SET WET SIGNATURE FIRE EDP's unique blend of woody and musky notes makes it ideal for use at a date night or an all night party with friends. Housed in a beautifully designed, equisite bottle, our EDP is as visually captivating as its scent. Its a perfect addition to your fragrance collection and an elegant accessory on your vanity. For long lasting effect, spray on your pulse points including the collar bones, behind the ears and wrists.","Amazing perfume with noticeable fragrance, the quality is very good with long lasting refreshing fragrance, really happy with my purchase."
1447,SET WET Signature Eau de Parfum Fire 100 ml Eau de Parfum - 100 ml  (For Men),5,"Youthful Dreams, Mature Tastes : Experience the ultimate fusion of passion and poise with the NEW SET WET SIGNATURE range. With SET WET SIGNATURE Perfume for men, Spread the FIRE around with an aromatic woody blend of patchouli, opulent spices & white musk. With a carefully formulated blend of premium ingredients, SET WET SIGNATURE Eau de Parfum offers long lasting fragrance that lingers throughout the day ensuring you leave a trail of elegance in your wake. SET WET SIGNATURE FIRE EDP's unique blend of woody and musky notes makes it ideal for use at a date night or an all night party with friends. Housed in a beautifully designed, equisite bottle, our EDP is as visually captivating as its scent. Its a perfect addition to your fragrance collection and an elegant accessory on your vanity. For long lasting effect, spray on your pulse points including the collar bones, behind the ears and wrists.",This parfum is very good Fregness is long lasting and it's Fregness is great
1448,SET WET Signature Eau de Parfum Fire 100 ml Eau de Parfum - 100 ml  (For Men),1,"Youthful Dreams, Mature Tastes : Experience the ultimate fusion of passion and poise with the NEW SET WET SIGNATURE range. With SET WET SIGNATURE Perfume for men, Spread the FIRE around with an aromatic woody blend of patchouli, opulent spices & white musk. With a carefully formulated blend of premium ingredients, SET WET SIGNATURE Eau de Parfum offers long lasting fragrance that lingers throughout the day ensuring you leave a trail of elegance in your wake. SET WET SIGNATURE FIRE EDP's unique blend of woody and musky notes makes it ideal for use at a date night or an all night party with friends. Housed in a beautifully designed, equisite bottle, our EDP is as visually captivating as its scent. Its a perfect addition to your fragrance collection and an elegant accessory on your vanity. For long lasting effect, spray on your pulse points including the collar bones, behind the ears and wrists.","Smell okayish, but no lasting."
1449,SET WET Signature Eau de Parfum Fire 100 ml Eau de Parfum - 100 ml  (For Men),1,"Youthful Dreams, Mature Tastes : Experience the ultimate fusion of passion and poise with the NEW SET WET SIGNATURE range. With SET WET SIGNATURE Perfume for men, Spread the FIRE around with an aromatic woody blend of patchouli, opulent spices & white musk. With a carefully formulated blend of premium ingredients, SET WET SIGNATURE Eau de Parfum offers long lasting fragrance that lingers throughout the day ensuring you leave a trail of elegance in your wake. SET WET SIGNATURE FIRE EDP's unique blend of woody and musky notes makes it ideal for use at a date night or an all night party with friends. Housed in a beautifully designed, equisite bottle, our EDP is as visually captivating as its scent. Its a perfect addition to your fragrance collection and an elegant accessory on your vanity. For long lasting effect, spray on your pulse points including the collar bones, behind the ears and wrists.",Very bad
1450,SET WET Signature Eau de Parfum Fire 100 ml Eau de Parfum - 100 ml  (For Men),2,"Youthful Dreams, Mature Tastes : Experience the ultimate fusion of passion and poise with the NEW SET WET SIGNATURE range. With SET WET SIGNATURE Perfume for men, Spread the FIRE around with an aromatic woody blend of patchouli, opulent spices & white musk. With a carefully formulated blend of premium ingredients, SET WET SIGNATURE Eau de Parfum offers long lasting fragrance that lingers throughout the day ensuring you leave a trail of elegance in your wake. SET WET SIGNATURE FIRE EDP's unique blend of woody and musky notes makes it ideal for use at a date night or an all night party with friends. Housed in a beautifully designed, equisite bottle, our EDP is as visually captivating as its scent. Its a perfect addition to your fragrance collection and an elegant accessory on your vanity. For long lasting effect, spray on your pulse points including the collar bones, behind the ears and wrists.",Don't buy
1451,SET WET Signature Eau de Parfum Fire 100 ml Eau de Parfum - 100 ml  (For Men),4,"Youthful Dreams, Mature Tastes : Experience the ultimate fusion of passion and poise with the NEW SET WET SIGNATURE range. With SET WET SIGNATURE Perfume for men, Spread the FIRE around with an aromatic woody blend of patchouli, opulent spices & white musk. With a carefully formulated blend of premium ingredients, SET WET SIGNATURE Eau de Parfum offers long lasting fragrance that lingers throughout the day ensuring you leave a trail of elegance in your wake. SET WET SIGNATURE FIRE EDP's unique blend of woody and musky notes makes it ideal for use at a date night or an all night party with friends. Housed in a beautifully designed, equisite bottle, our EDP is as visually captivating as its scent. Its a perfect addition to your fragrance collection and an elegant accessory on your vanity. For long lasting effect, spray on your pulse points including the collar bones, behind the ears and wrists.",Nice perfume
1452,SET WET Signature Eau de Parfum Fire 100 ml Eau de Parfum - 100 ml  (For Men),4,"Youthful Dreams, Mature Tastes : Experience the ultimate fusion of passion and poise with the NEW SET WET SIGNATURE range. With SET WET SIGNATURE Perfume for men, Spread the FIRE around with an aromatic woody blend of patchouli, opulent spices & white musk. With a carefully formulated blend of premium ingredients, SET WET SIGNATURE Eau de Parfum offers long lasting fragrance that lingers throughout the day ensuring you leave a trail of elegance in your wake. SET WET SIGNATURE FIRE EDP's unique blend of woody and musky notes makes it ideal for use at a date night or an all night party with friends. Housed in a beautifully designed, equisite bottle, our EDP is as visually captivating as its scent. Its a perfect addition to your fragrance collection and an elegant accessory on your vanity. For long lasting effect, spray on your pulse points including the collar bones, behind the ears and wrists.",Just wow😍😍
1453,SET WET Signature Eau de Parfum Fire 100 ml Eau de Parfum - 100 ml  (For Men),3,"Youthful Dreams, Mature Tastes : Experience the ultimate fusion of passion and poise with the NEW SET WET SIGNATURE range. With SET WET SIGNATURE Perfume for men, Spread the FIRE around with an aromatic woody blend of patchouli, opulent spices & white musk. With a carefully formulated blend of premium ingredients, SET WET SIGNATURE Eau de Parfum offers long lasting fragrance that lingers throughout the day ensuring you leave a trail of elegance in your wake. SET WET SIGNATURE FIRE EDP's unique blend of woody and musky notes makes it ideal for use at a date night or an all night party with friends. Housed in a beautifully designed, equisite bottle, our EDP is as visually captivating as its scent. Its a perfect addition to your fragrance collection and an elegant accessory on your vanity. For long lasting effect, spray on your pulse points including the collar bones, behind the ears and wrists.",okay okay
1454,SET WET Signature Eau de Parfum Fire 100 ml Eau de Parfum - 100 ml  (For Men),5,"Youthful Dreams, Mature Tastes : Experience the ultimate fusion of passion and poise with the NEW SET WET SIGNATURE range. With SET WET SIGNATURE Perfume for men, Spread the FIRE around with an aromatic woody blend of patchouli, opulent spices & white musk. With a carefully formulated blend of premium ingredients, SET WET SIGNATURE Eau de Parfum offers long lasting fragrance that lingers throughout the day ensuring you leave a trail of elegance in your wake. SET WET SIGNATURE FIRE EDP's unique blend of woody and musky notes makes it ideal for use at a date night or an all night party with friends. Housed in a beautifully designed, equisite bottle, our EDP is as visually captivating as its scent. Its a perfect addition to your fragrance collection and an elegant accessory on your vanity. For long lasting effect, spray on your pulse points including the collar bones, behind the ears and wrists.",This product is very awesome
